size,1,2,4,8,16,32,64,128,256
1,0.4845739953141307,0.5151742728908334,0.577862606182932,0.6828785268056785,0.9807007840730457,0.9950026749412936,0.9979841504075195,0.9986372564120777,0.9986613322138751
2,0.5048731175129489,0.5863110835623399,0.7064464124671787,0.9701639270123091,0.9950069034501289,0.9979846980172865,0.998620507104302,0.998660012396947,0.998660012396947
4,0.5493100650430295,0.7216315292427607,0.9248131841821737,0.9950051209747144,0.9979899176653676,0.9986054987297323,0.998657373538527,0.998657373538527,0.998657373538527
8,0.8298269433395302,0.9444255312955112,0.9968479283093721,0.9989449966994084,0.9992439232861116,0.9992827379195518,0.9992827379195518,0.9992827379195518,0.9992827379195518
16,0.9557170855277752,0.9969622158411684,0.9993813917795458,0.9995778908613372,0.9996088886588762,0.9996088886588762,0.9996088886588762,0.9996088886588762,0.9996088886588762
32,0.9890879666280407,0.9994086159321671,0.9997547130803428,0.9997781635880463,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741
64,0.9905106307620526,0.9996673801551021,0.9998703483424669,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503
128,0.9968325641836353,0.9998905642973837,0.9999231793713161,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817
256,0.9957966986536982,0.9999471689711508,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619
