size,1,2,4,8,16,32,64,128,256
1,0.4845739953141307,0.5200514184637723,0.5690897032451254,0.6646298671361581,0.9650907524712281,0.9924371388796,0.9980279125002893,0.9986453038485901,0.9986554795327751
2,0.5048731175129489,0.5644355265643165,0.6706540852729057,0.9607290788217048,0.9924552871915062,0.9980271296279054,0.9986355377375306,0.9986540267465462,0.998660012396947
4,0.5493100650430295,0.6911764940609995,0.9136430747130259,0.9923188039531264,0.9980146579587927,0.9986318351711203,0.9986515209959963,0.998657373538527,0.998657373538527
8,0.8298269433395302,0.9419516375058256,0.9957948118312394,0.9989193898231805,0.9992582092275861,0.999278964274634,0.9992827379195518,0.9992827379195518,0.9992827379195518
16,0.9557170855277752,0.9966002154751248,0.9993565935415145,0.9995843599669105,0.9996064627442862,0.9996088886588762,0.9996088886588762,0.9996088886588762,0.9996088886588762
32,0.9890879666280407,0.9993549762651212,0.999746087606245,0.9997754681273907,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741
64,0.9905106307620526,0.9996495901147754,0.9998692701582047,0.9998738524413191,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503
128,0.9968325641836353,0.999894068396236,0.9999221011870539,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817
256,0.9957966986536982,0.9999471689711508,0.9999520208003307,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619
