size,1,2,4,8,16,32,64,128,256
1,0.4845739953141307,0.4994759855183387,0.5060754155204058,0.529602395449168,0.5572996766925754,0.568353928120031,0.5978046859225196,0.6058051679706175,0.637331033761723
2,0.5048731175129489,0.5135077507521967,0.530245624489557,0.5777127632688568,0.6305357290123145,0.6452480586540533,0.7099968342560102,0.7362945897701244,0.998660012396947
4,0.5493100650430295,0.5746409332145089,0.6165477979808728,0.7195294023756003,0.7491794469347308,0.8123243904709967,0.9045620569026749,0.998657373538527,0.998657373538527
8,0.8298269433395302,0.8561227793110456,0.917649633781238,0.9436511254491649,0.9682970699534036,0.9928971916264976,0.9992827379195518,0.9992827379195518,0.9992827379195518
16,0.9557170855277752,0.9743413709274622,0.9921602526832637,0.9933934259331887,0.999579238591665,0.9996088886588762,0.9996088886588762,0.9996088886588762,0.9996088886588762
32,0.9890879666280407,0.9987024052404068,0.9996150882183841,0.999734497125426,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741,0.9997795113183741
64,0.9905106307620526,0.9996388082721531,0.9998353073539444,0.999873313349188,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503,0.9998743915334503
128,0.9968325641836353,0.9998657660593524,0.9999161711736116,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817,0.9999234489173817
256,0.9957966986536982,0.9999412389577085,0.9999517512542653,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619,0.9999525598924619
